Vardas         Pavarde        nd1  nd2  nd3  nd4  nd5  nd6  nd7  nd8  nd9  nd10 Egz. 
Vardas759      Pavarde759     2    3    2    3    7    6    3    4    7    3    0    
Vardas7590     Pavarde7590    5    6    4    3    3    6    1    0    2    3    1    
Vardas7591     Pavarde7591    1    4    4    5    8    10   8    7    0    6    4    
Vardas7592     Pavarde7592    0    4    4    4    2    7    9    2    10   0    3    
Vardas7593     Pavarde7593    5    4    10   4    3    4    0    3    3    7    4    
Vardas7594     Pavarde7594    2    1    2    8    2    3    8    2    4    6    6    
Vardas7595     Pavarde7595    3    6    9    9    4    3    1    10   3    3    6    
Vardas7596     Pavarde7596    1    2    6    8    4    2    6    3    1    4    5    
Vardas7597     Pavarde7597    4    0    2    3    5    0    5    10   6    7    4    
Vardas7598     Pavarde7598    8    7    3    6    8    3    5    0    10   3    8    
Vardas7599     Pavarde7599    4    1    5    3    1    10   9    9    2    2    4    
Vardas76       Pavarde76      2    3    0    5    7    2    2    5    6    2    10   
Vardas760      Pavarde760     3    7    4    2    9    10   0    5    8    6    1    
Vardas7600     Pavarde7600    3    10   2    8    0    2    7    7    6    4    4    
Vardas7601     Pavarde7601    2    7    0    10   10   0    5    5    0    2    2    
Vardas7602     Pavarde7602    9    8    4    10   0    2    7    4    3    4    8    
Vardas7603     Pavarde7603    8    7    6    1    2    10   9    10   1    2    8    
Vardas7604     Pavarde7604    9    4    8    6    8    2    5    3    5    1    4    
Vardas7605     Pavarde7605    7    4    6    8    2    2    0    0    3    1    0    
Vardas7606     Pavarde7606    10   7    8    8    4    2    7    3    10   7    8    
Vardas7607     Pavarde7607    1    8    5    4    2    6    6    2    4    1    3    
Vardas7608     Pavarde7608    7    1    4    5    5    6    0    1    6    9    0    
Vardas7609     Pavarde7609    7    6    6    4    5    4    5    7    4    1    2    
Vardas761      Pavarde761     4    5    3    5    3    5    5    4    2    6    5    
Vardas7610     Pavarde7610    0    0    5    0    10   7    1    8    8    1    4    
Vardas7611     Pavarde7611    0    2    10   3    8    0    0    0    6    7    0    
Vardas7612     Pavarde7612    7    7    6    8    5    0    3    9    5    0    8    
Vardas7613     Pavarde7613    1    8    6    4    7    5    9    10   3    10   5    
Vardas7614     Pavarde7614    0    3    4    6    10   10   5    4    6    9    1    
Vardas7615     Pavarde7615    10   5    4    8    10   0    6    2    5    8    3    
Vardas7616     Pavarde7616    9    0    9    9    0    0    2    5    3    5    9    
Vardas7617     Pavarde7617    10   7    8    6    5    2    8    1    4    9    9    
Vardas7618     Pavarde7618    2    1    9    0    4    7    6    10   6    0    0    
Vardas7619     Pavarde7619    6    5    1    9    2    4    0    7    6    5    5    
Vardas762      Pavarde762     3    7    2    2    1    5    5    6    3    9    9    
Vardas7620     Pavarde7620    2    4    7    2    10   0    4    6    9    1    9    
Vardas7621     Pavarde7621    7    0    0    2    7    3    8    5    10   4    2    
Vardas7622     Pavarde7622    2    1    8    5    3    5    6    5    2    3    8    
Vardas7623     Pavarde7623    4    9    5    7    4    1    6    8    6    7    1    
Vardas7624     Pavarde7624    10   9    8    6    3    3    4    5    7    3    5    
Vardas7625     Pavarde7625    1    9    6    4    1    1    10   6    0    1    8    
Vardas7626     Pavarde7626    9    9    10   4    5    10   4    6    2    1    5    
Vardas7627     Pavarde7627    0    7    1    4    10   8    3    4    9    6    5    
Vardas7628     Pavarde7628    5    10   4    4    5    1    10   2    3    2    3    
Vardas7629     Pavarde7629    4    4    6    7    0    0    0    7    1    5    3    
Vardas763      Pavarde763     3    0    9    10   8    9    10   9    0    4    8    
Vardas7630     Pavarde7630    2    10   4    6    2    0    8    0    2    8    8    
Vardas7631     Pavarde7631    6    1    9    4    3    1    2    4    7    7    4    
Vardas7632     Pavarde7632    1    10   4    8    6    6    1    7    3    7    5    
Vardas7633     Pavarde7633    7    2    6    9    1    3    8    4    8    0    2    
Vardas7634     Pavarde7634    0    8    1    5    9    4    7    8    6    2    1    
Vardas7635     Pavarde7635    4    8    2    7    2    5    4    3    10   4    0    
Vardas7636     Pavarde7636    5    7    9    1    10   0    9    6    8    6    0    
Vardas7637     Pavarde7637    0    8    2    0    7    4    0    8    6    8    8    
Vardas7638     Pavarde7638    0    6    7    10   9    3    1    2    5    8    7    
Vardas7639     Pavarde7639    8    2    9    0    5    2    4    6    3    10   4    
Vardas764      Pavarde764     7    2    7    8    4    7    5    4    4    8    1    
Vardas7640     Pavarde7640    3    8    9    3    10   9    1    3    2    8    9    
Vardas7641     Pavarde7641    0    8    0    1    4    5    10   8    3    1    10   
Vardas7642     Pavarde7642    9    1    4    7    4    4    4    8    0    2    6    
Vardas7643     Pavarde7643    5    4    3    9    7    6    9    10   10   10   0    
Vardas7644     Pavarde7644    4    8    1    7    9    5    8    1    2    7    7    
Vardas7645     Pavarde7645    0    7    6    1    9    6    6    10   3    6    1    
Vardas7646     Pavarde7646    0    1    9    3    9    3    8    3    7    6    8    
Vardas7647     Pavarde7647    9    5    1    8    6    10   5    6    6    3    4    
Vardas7648     Pavarde7648    10   6    8    9    2    8    4    0    2    10   3    
Vardas7649     Pavarde7649    3    2    6    4    7    3    9    7    7    6    4    
Vardas765      Pavarde765     1    1    1    8    9    5    5    4    6    1    4    
Vardas7650     Pavarde7650    9    1    2    6    10   6    5    5    2    8    3    
Vardas7651     Pavarde7651    4    8    0    1    1    1    10   6    6    0    5    
Vardas7652     Pavarde7652    0    0    6    8    9    7    7    10   0    3    10   
Vardas7653     Pavarde7653    7    3    10   5    6    0    1    9    5    6    8    
Vardas7654     Pavarde7654    3    9    7    10   8    4    9    0    9    8    1    
Vardas7655     Pavarde7655    6    10   2    1    1    10   5    6    5    8    1    
Vardas7656     Pavarde7656    10   7    3    6    9    10   10   0    1    5    8    
Vardas7657     Pavarde7657    8    3    10   2    7    10   5    5    10   7    7    
Vardas7658     Pavarde7658    10   2    8    9    0    9    10   3    9    1    2    
Vardas7659     Pavarde7659    0    3    3    9    3    5    2    10   7    0    7    
Vardas766      Pavarde766     3    8    8    7    9    8    0    3    10   4    2    
Vardas7660     Pavarde7660    1    7    8    2    8    5    4    10   9    0    5    
Vardas7661     Pavarde7661    8    9    0    10   5    3    3    6    10   9    3    
Vardas7662     Pavarde7662    6    10   8    2    0    2    1    8    3    5    6    
Vardas7663     Pavarde7663    0    7    3    8    5    4    2    3    6    5    3    
Vardas7664     Pavarde7664    10   0    10   9    2    0    2    1    6    5    4    
Vardas7665     Pavarde7665    1    4    1    7    1    9    0    5    6    8    9    
Vardas7666     Pavarde7666    10   3    6    9    9    3    9    0    10   2    5    
Vardas7667     Pavarde7667    0    7    7    9    3    3    9    2    6    0    0    
Vardas7668     Pavarde7668    0    0    5    9    5    9    9    6    2    4    4    
Vardas7669     Pavarde7669    5    3    2    5    3    7    2    0    7    6    7    
Vardas767      Pavarde767     10   2    0    3    3    5    0    10   9    5    3    
Vardas7670     Pavarde7670    7    3    0    5    6    0    9    9    2    5    3    
Vardas7671     Pavarde7671    7    2    8    7    9    3    1    6    9    0    3    
Vardas7672     Pavarde7672    4    8    9    1    4    0    6    1    9    7    9    
Vardas7673     Pavarde7673    3    3    6    3    0    1    6    1    0    10   8    
Vardas7674     Pavarde7674    10   2    2    4    7    10   2    7    8    9    3    
Vardas7675     Pavarde7675    6    6    0    8    3    8    10   6    6    1    4    
Vardas7676     Pavarde7676    2    10   5    1    0    1    2    0    2    1    1    
Vardas7677     Pavarde7677    9    2    7    1    0    8    9    8    0    4    4    
Vardas7678     Pavarde7678    3    0    6    2    0    6    6    9    7    8    2    
Vardas7679     Pavarde7679    10   3    2    4    10   4    2    8    0    9    0    
Vardas768      Pavarde768     2    3    1    4    10   0    8    6    9    10   9    
Vardas7680     Pavarde7680    1    9    3    6    0    6    10   3    5    1    8    
Vardas7681     Pavarde7681    10   0    1    6    7    2    5    2    9    3    9    
Vardas7682     Pavarde7682    10   9    6    1    0    9    4    9    7    9    2    
Vardas7683     Pavarde7683    0    3    4    4    7    6    4    6    3    9    2    
Vardas7684     Pavarde7684    3    7    4    3    5    6    0    0    7    8    9    
Vardas7685     Pavarde7685    7    10   6    10   9    4    10   2    7    10   7    
Vardas7686     Pavarde7686    3    3    8    1    7    4    10   6    10   7    8    
Vardas7687     Pavarde7687    3    6    7    1    10   4    6    6    7    2    5    
Vardas7688     Pavarde7688    8    3    4    10   6    5    9    4    4    0    7    
Vardas7689     Pavarde7689    7    7    9    0    5    3    9    5    6    9    5    
Vardas769      Pavarde769     0    6    2    9    10   5    6    0    9    8    10   
Vardas7690     Pavarde7690    6    3    3    9    1    6    7    9    0    6    2    
Vardas7691     Pavarde7691    9    7    9    10   5    0    4    2    9    0    0    
Vardas7692     Pavarde7692    7    2    7    3    1    1    0    5    2    9    9    
Vardas7693     Pavarde7693    4    0    4    7    1    7    5    7    7    0    10   
Vardas7694     Pavarde7694    2    4    6    6    1    7    5    2    9    2    6    
Vardas7695     Pavarde7695    0    4    9    7    5    7    10   2    10   8    7    
Vardas7696     Pavarde7696    7    4    2    4    7    4    1    5    4    3    2    
Vardas7697     Pavarde7697    5    0    8    6    1    9    1    3    1    10   10   
Vardas7698     Pavarde7698    6    9    6    10   10   5    4    7    0    7    6    
Vardas7699     Pavarde7699    3    4    10   0    6    4    2    6    5    8    2    
Vardas77       Pavarde77      0    4    2    3    8    1    8    9    9    5    7    
Vardas770      Pavarde770     1    5    2    9    5    3    6    9    3    8    5    
Vardas7700     Pavarde7700    8    2    7    8    10   10   0    10   5    7    10   
Vardas7701     Pavarde7701    6    9    6    7    10   7    3    9    2    1    9    
Vardas7702     Pavarde7702    7    0    7    7    5    7    5    0    5    9    4    
Vardas7703     Pavarde7703    0    7    1    4    9    3    7    4    0    2    3    
Vardas7704     Pavarde7704    0    6    6    9    10   0    6    4    0    5    9    
Vardas7705     Pavarde7705    2    8    0    3    0    8    3    6    8    8    8    
Vardas7706     Pavarde7706    0    0    4    7    1    8    6    4    3    5    4    
Vardas7707     Pavarde7707    7    1    0    4    5    9    4    0    9    1    3    
Vardas7708     Pavarde7708    7    10   10   2    4    8    1    8    8    0    1    
Vardas7709     Pavarde7709    2    7    7    9    7    10   4    7    10   4    1    
Vardas771      Pavarde771     3    5    1    1    1    8    1    0    7    7    9    
Vardas7710     Pavarde7710    10   9    5    8    7    5    2    6    5    0    4    
Vardas7711     Pavarde7711    4    1    6    2    9    4    5    8    3    10   9    
Vardas7712     Pavarde7712    5    10   1    5    5    2    9    1    7    2    9    
Vardas7713     Pavarde7713    0    3    10   0    0    9    7    7    8    9    4    
Vardas7714     Pavarde7714    7    5    6    0    3    6    6    1    3    7    9    
Vardas7715     Pavarde7715    8    4    7    6    4    4    5    0    8    10   8    
Vardas7716     Pavarde7716    8    8    2    1    0    10   6    3    0    0    7    
Vardas7717     Pavarde7717    1    4    7    6    8    10   0    0    1    5    9    
Vardas7718     Pavarde7718    3    5    3    5    2    5    0    8    0    1    7    
Vardas7719     Pavarde7719    9    4    4    7    0    7    10   10   9    9    9    
Vardas772      Pavarde772     10   9    6    1    3    3    6    7    1    7    2    
Vardas7720     Pavarde7720    6    9    6    0    8    2    7    10   7    1    0    
Vardas7721     Pavarde7721    2    3    6    7    0    2    8    3    9    0    9    
Vardas7722     Pavarde7722    9    3    4    1    2    2    5    0    1    10   9    
Vardas7723     Pavarde7723    4    3    0    6    3    4    6    8    7    8    7    
Vardas7724     Pavarde7724    3    7    9    2    0    7    10   5    4    3    1    
Vardas7725     Pavarde7725    10   0    3    2    3    1    6    0    3    1    3    
Vardas7726     Pavarde7726    7    10   6    1    4    6    1    10   9    8    10   
Vardas7727     Pavarde7727    9    1    6    5    2    6    3    7    3    5    10   
Vardas7728     Pavarde7728    7    5    0    7    0    10   4    10   1    2    7    
Vardas7729     Pavarde7729    10   2    1    6    4    1    9    7    9    9    2    
